text,sentiment_pred,urgency
"I have been around the block with cell phones. I have had virtually every cell phone that Verizon has to offer from their free phones to the Voyager. I just recently changed back to Verizon from AT&T. I have had the iPhone. Some of the major bonuses that the EnV2 has to offer: -Full QWERTY keyboard for texting -Outside screen and predictive text when you need to shoot off a quick message. -Decent speed on the operating system. -Loud ringtones -Great battery life -Rubberized back Some features that aren't so great: -It looks like a calculator from the outside. -The front screen is somewhat small and low quality. -Slow internet service -Even with screen protectors, the keyboard scratches easily. Overall, this is a very good phone. I have been extremely happy with this phone (which says a lot). The texting may get a while to get used to because of the QWERTY keyboard, but it is a good phone. Overall phone quality is excellent and the messaging features are a big bonus. I would highly recommend this phone to anyone who is looking for a good phone with excellent messaging services.",positive,0.2
The price was right but i would go with something smaller next time. doesn't sit on my ear too good. last a good amount of time.,neutral,0.2
"Good and courteus service, great product, great company and nice people to do business with, Sure would buy again if needed.",positive,0.2
"I had been told by a few friends that boosters don't work but after 8 years of struggling with cell coverage just fine right outside my house but nothing inside, I decided to give this one a try because of its many good reviews and I have to say it did not disappoint. I have gone from 0-1 bars to 3-4 bars throughout most of the house. My only complaint was the install was a bit more complex than I was lead to believe but thankfully I had an attic and was able to run the coax cable down where my cable TV coax went. I think the key to this being a good buy for you is if you can find a strong signal outside your house, if so, I bet this will help immensely. The best part was that I was finally able to drop my landline and the many telemarketer calls that went with it.",positive,0.4
"WEP210, Samsung wireless headset... the plastic band that pops onto the Samsung and then rapes around you ear... is just plain cheap...a waste of money..PERIOD.",negative,0.2
It stop working after few months:(,negative,0.2
"Not to impressed with the headset. It has a great noise cancel, but some times cancels a bit to much. If there is any noise on the other end of the phone conversation (ie a tv on low volume), no one can hear. These are sold for much more than they are actually worth. They are comfortable and the buttons are great, but not worth anything over $60.",neutral,0.4
"Let me start by saying this is a great headset. Comfortable, lightweight, and easy to hear and operate. The layout of the controls is spot-on; they're easy to use and locate. The button on the end of the mic boom is awesome for answering and ending calls. If your phone has voice-dialing, holding down that button will launch your phone's voice dialing feature. The volume rocker was easy to use; however, pushing it in to mute the mic produced the same tone as swiveling the rocker to change the volume, so you never really knew if you had muted your call or just adjusted the volume. They really should have had different tones associated with those functions, especially since it's two distinct functions in one control. Range and battery life were all outstanding. Charging is quick, and the status light is handy. Pairing was a snap; worked first time. It's comfortable enough to wear for long periods, and it's very unobtrusive. Not so much that you'd forget it's there, but enough to leave on and not bug you. This headset has only two downfalls. One: no noise reduction circuitry. The microphone on the headset works very well; unfortunately, too well if there's *any* sort of noise in the area -- another conversation, a TV twenty feet away, a barking dog in the next room -- were all as clearly heard by my caller as my own voice, prompting her to ask me to move to another room where it wasn't quite so loud. And trying to use it in the car, forget it. I was told that I was barely distinguishible from the noise of the car. Two: The manual. This is one of those manuals where they give you one small illustration and 327 different languages (actually, it's only 7, but it feels like 327) on each page, so the pairing instructions took up about 5 pages, but about half a napkin's worth of content. That's a thoroughly annoying feature; so annoying to me that I skipped the manual altogether and went straight to the website to get the instructions all in one language. That's significant enough to me to be a downfall. All in all, this is a great entry-level Bluetooth headset, priced right for the ""value-conscious"" consumer. But for anyone who expects superior quality conversations, rivaling those offered by your ""actual phone,"" I would pay more for a better quality headset with some noise-cancelling circuitry. I suggest looking at the Jabra FreeSpeak BT250. It's got the same general wrap-around-the-ear design, but it's a little more than the Plantronics (about twice the price at the time of this writing). However, it's still under $100, and with built-in noise reduction, it's well worth it, IMHO.",positive,0.4
"This product was recommended to me by a sound engineer. He liked it over some of the more expensive ""top of the line"" bluetooths which he had purchased after it was recommended to him. He told me to get this model because he think this one is the best one he has had. He was right. I liked it so much that I purchased a second one. I liked it not only for the sound quality but also that it stayed in my ear the best more then the kind the just hangs on your ear. The Plantronics Voyager 510 has an ear bud that goes into your ear making it easy to hear conversations even in a noisy room. It's comfortable, light and durable. Many times I forgot I had it on my ear. You can't go wrong with this product.",positive,0.2
This product is fantastic. Super easy to set up with your phone's contacts and mount. Have had it for 3 weeks and has not needed to be recharged. Leave my phone's bluetooth on all the time. It will disconnect when I'm out of the car and reconnect when I get in. It also announces that you are connected. Clear speaker and noise filtering microphone. I drive a noisy Jeep Wrangler and can hear it just fine. The American english voice sounds like a robot. Use the English english voice. Much nicer and kind of sexy.,neutral,0.2
Was never able to turn it on. Does not work!,negative,0.4
"The new world phone by (Mobal) must be fairly new. The budget phone is very small and hard to use. Very confusing on how to enter numbers, as well as navigating thru it. The directions that came with it are very small and you must use a magnifying glass to read it. Same with the World SIM user guide. The print is in very light blue which is very difficult to read due to the print. Really, the only way to get all the steps in using this overseas phone is to go on line to their site and read all the Q and A's they have. I just hope it works overseas and do not experience as many problems as I already have just setting it up.",neutral,0.2
"I'm normally a big fan of Motorola phone products, but It never worked and it was impossible to find support from Motorola. I constantly had static, even when the phone was 1 or 2 feet away from the headset. I have two friends who had the EXACT same experience. I googled this item and found many other people complaining about that it works with Motorola phones but not with non-motorola phones. I have since purchased a Jabra that works much better. I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",negative,0.2
these are nice screen savers - very rugged and give great protection. Not the easiest to install with out bubbles but for protection they are great.,positive,0.2
Didn't have near the water preasure it says it has,negative,0.2
"In short, this unit is no more effective than taping a paper clip to the back of your phone. I would high discourage any one from purchasing this item",negative,0.2
"This item is NOT the item listed in the title. Rather it is the ""Kensington Liquidaux Bluetooth Kit."" This is intentionally misleading, since there is a DIFFERENT item (presumably the one you searched for in Amazon) that has this exact same name, but again, is a DIFFERENT item than you will receive if you order this. Furthermore, this marketplace seller would not acknowledge their error, leading me to believe they have intentionally mislabeled it. Do not buy this unless you are certain of what it is. Furthermore, the customer service of this seller is sketchy. I had to file an Amazon A-Z claim to get refunded because the seller would not admit their error.",negative,0.4
What can I say about a battery? It fits perfectly and works well. Saved me from having to buy a new phone. Thanks to the vendor.,positive,0.2
"I was pleasantly surprised at how comfortable this was to wear and the quality of the call quality. I was unpleasantly surprised by multiple other things. The call control button broke, the cords adjust for length but the plastic pulled apart, the battery life is acceptable but shorter than my plantronics 590a, as is the distance from the phone. Currently it will not turn on despite the resets...also when doing back to back calls it drops the connection and needs to be restablished at least with my iphone",negative,0.2
"I've been trying to get away from sounding like I'm in a tunnel. Since I've been using the 710, I have had fewer people tell me that we must have a bad connection, but I still have had some tell me I sound ""hollow"". I've had a few instances where the headset just quit working. An hour or two later, it's fine. It's still better than the ones I've used before, but, again, it's not perfect.",neutral,0.4
"The physical buttons on the side of the phone don't work very well with the case on. Otherwise, the case is just fine.",neutral,0.2
"The retractable charger is great. You have less wires hanging around, and it's easier to store in my arm rest. The charger works great with my Blackberry 8320. The seller provided fast and reliable shipping. The product arrived sealed and in tact. Would defintiely shop with them again.",neutral,0.2
"This is such a great item! It is so small and you don't even realize that it is there after a while of getting used to it. It's very clear in sound. Just gotta say, ""LOVE IT!""",positive,0.2
These earphones are just ok. The sound quality is not very good. Think of listening to music with pillows over your ears and you'll have the idea. Recommend that you consider these instead: http://www.amazon.com/gp/product/B000T8T3JW They sound much better.,neutral,0.2
"Works as advertised. Protects your Blackberry from nicks and scratches. Provides better grip. One caveat; If you put this in your pocket it tends to ""grab"" fabric, so it's hard to retrieve. Also, collects some lint, but it's easily washable. Otherwise, a good product for the money.",positive,0.2
"My garmin does not line up well in the case. It is always off center. since I often use the USB cable, it is a chore to take it the GPS out of the case all the time. The front side thumb button doesn't like coming out of that hole. I will probably end up getting a different case in the near future.",neutral,0.2
"After going thru many Bluetooth i was recommended by a friend the Samsung WEP200, I purchased one on Amazon and was very satisfied, the sound was clear and loud, very easy to answer a call, and lower/higher the volume. the problem started right away when the Earhook broke in half, in order to charge this Bluetooth you need to detach the Earhook from the Bluetooth and place the Bluetooth in a cradle, I'll repeat, EVERY time you want to charge the Bluetooth you need to detach the Earhook from the Bluetooth place the Bluetooth it in the cradle and when you're done charging it you need to take it out and attach the Earhook again, this thing don't last for more than a week and while i was using this Bluetooth i replaced it 4 times, another bigger issue I had after using it for about 3 weeks the Bluetooth went in to MUTE mode so I was able to hear the caller talking however he wasn't able to hear me because it was on MUTE, luckily I bought it direct from amazon so sent me a new one overnight but the new one I got last again for 3 weeks and the MUTE problem started again, this time I'm returning it for credit and I'll try the Plantronics Voyager 510. One more thing keep in mind, Amazon is the only place to shop and ONLY what is shipped DIRECTLY from Amazon and not from Affiliates because if you have any problem they send you a brand new one overnight and they don't wait for you to send the defective one first also you have 30 days return policy and the best and easiest way to shop.",negative,0.6000000000000001
Great product. Sounds good at both ends. The only drawback is the earpiece. The ear hook also broke right away. But jawbone came out with a new earpiece. It works great and you don't need the earhook.,positive,0.2
"Before you buy this case (or any case), you have to ask yourself what you're really looking to get. If you're looking for slim fitting protection for your iPhone that won't stick to the lining of your pocket and leaves the screen fully accessible, this is an excellent case. If you are looking for something that is bulletprooft, shock resistant, and belt-clip compatible, you're looking at the wrong item (I recommend the ToughSkin line from Speck for that crowd.) What do you get for your money? This is an ""eco-friendly"" (Whatever that means) plastic shell for your phone. It's designed to prevent scratches to the back of the device and the ceramic antenna cover also on the back. It provides a raised edge around all the buttons and the screen to protect them from scratches and damage resulting from minor drops. The case also has what appear to be clips for an optional belt clip, but Agent 18 isn't offering one at this time. The key feature to this case is the way it assembles. The top portion fits very snugly onto the upper half of the phone, but the bottom half fits more loosely and clips into the upper half. What this allows is super easy removal of the bottom half for docking. I've been doing this for weeks now and have yet to accidentally remove the lower portion. It's a perfect balance. I recommend this case for anyone like me, looking for a thin, simple, easy to use protector that won't bug you for being in your pocket.",positive,0.4
"To begin, I just moved into a 2500 sq ft metal house... metal siding, metal roof, metal frame. I have had Verizon Mifi for several years with below average signal. Our cell phones have 4 bars outside and 0-2 bars inside. The internet signal averaged Signal EDVO -100 Signal 1X -120 I called Verizon to find out what I could do and was told that I am in the ""gray area"" between two towers. After researching online, I decided that this Wilson Booster was my best option. We mounted the outside unit under the awning on the back of the house facing the closest tower, ran the cable to the center of the house, attached the inside unit and Voila!! New signal stats... EDVO -72 1X -90 We had no trouble getting a green light on the inside unit. My only disappointment is that the boosted signal doesn't reach as far as I would like.",neutral,0.2
The item was lost half way through.,negative,0.4
"I have owned this GPS for about a year now, I love it for it's size and detail it provides on the track log or ""breadcrumbs"", it can remember ten thousand points, which is great for downloading your last trip. It pulls in signals very well. I se this to find my car in the parking lot at the shopping center or after a sporting event. There is just one flaw I found and I wish garmin would issue a fix via software update. If you put in a jean pocket or in tight quarters. I have on several occasions had my batteries go dead cause the unit powered on, it takes just a very quick touch of the power button to turn it on and a longer hold to shut it off. I recommend this night and day over the Garmin 101, this unit adds WAAS and computer interface. Use the interface its great with Expert GPS to view your data or easily add waypoints.",positive,0.2
"To get the ""imprint"" intended from this product it should be used in a strong single blow in the area where the marking is required. Inflicts a nice stinging blow for the times when just one slap is not enough. It can be used on a variety of areas, leaving one with several options.",negative,0.2
"After posting a negative review because the products they send me (I bought four)didn't work, and considering the fact that to have them shipped back to them would have been even more expensive than the product itself, they contacted me and send me a replacement at no cost. That's worth noting. Product itself though, it is what you pay.",neutral,0.2
"Ok, forest I have to start by praising the seller. Right of the bat they gave free 2 day shipping as the default. Next I have to praise this battery, my old battery wouldn't last 1 day with a full charge, I'm on day 3 right now without having to charge it straight from the box. It even came with a decent quality phone case. If I could rate this higher I would.",negative,0.4
Great battery keep out of heat,positive,0.2
"We camp every month and it is a challenge keeping electronic devices like phones and iPads charged through the weekend. In the woods you seldom have access to a wall outlet, and the solar charger seems good just for a 75% charge on one device. Memorial weekend I took the Trent: iTorch IMP52D - (5200mAh) that I had charged the prior week. It was small and sleek and easy to pack or pocket. It charged my iPhone twice and still had 50% power come Monday morning. Small enough to fit in your hand, but not at all wimpy, it feels very solid and able to stand up to heavy use. While it did not come with a wall adapter, the iCarrier that I bought at the same time did and it is interchangeable, otherwise you can use your device charger and its USB cable. The product is simple and easy to use, no need to pack an instruction book, which is a bonus when you want to travel light. The added flashlight and laser pointer are just icing on the cake. I can't wait to take this and the iCarrier IMP120D - (12000mAh) charger for a week long summer camp. I'm sure I will be supplying energy for my entire troop.",positive,0.2
"Two issues which I faced with this. 1. It scratches the back of my E90 if I am not careful sliding it in and out of it, can be avoided though. 2. I wish there was an audio out in this dock, so I could line out my music to a receiver. Otherwise, I have been using it for over an year now, the connectivity is fool proof and so is charging the phone through the USB. Yes the E90 charges through the USB when connected on this dock, even if the optional power cable is not connected, which is actually to charge the secondary battery that is if you have one. The blue led is nice specially when all the room light are turned off. Gives a nice dim glow on the ceiling :)",neutral,0.2
"Like the title says, it's meeting all my expectations so far. I'll update the review if things change. Some of the reviews I read before purchasing were not so glowing. But I've experienced nothing to make me regret buying it as of now. It charges my Galaxy S2 i9100 just fine.",neutral,0.2
"I love staying in hotels because they always have the most amazing rainfall shower heads, so when we moved a few months ago I was desperate to recreate that effect and i certainly have with this shower head. My boyfriend was skeptical of my ability to install it myself, but I did with zero issues. Seriously, so easy. They even provide you with the plumbers tape. Other reviewers have mentioned they had to remove the water re-stricter thing to make the pressure better, but we didn't do that and it works fine.. and I have really thick hair so that is saying something.",positive,0.2
"I admit, I was turned off at first by the size and shape, but was easily won over by the quality of the sound and the comfort. This is as good as bluetooth gets. The downsides are the rediculously small buttons for power and volume, which are almost unusable for most, but fine for me. Today I thought I lost my headset. I found it in a parking lot, ran over at least once, in the rain for at least 12 hours. 10 minutes under a hair drier and it was working again! I will buy another when the time comes.",positive,0.4
"I aint saying it's a piece of junk as it may work on TDMA/analog phones but it did nothing for my Nokia on a CDMA network. I live in a small rural village that doesn't have a stoplight or very good cell coverage. I get one bar for signal strength. I found these for sale for fifty cents each plus a couple bucks postage, so thought I'd give one a go. Nah....I still only get one bar. I wish it worked but it doesn't...welcome to my world.",negative,0.2
"First, the cover panels were of different color, making it look obviously refurb'd. Second, it took AT&T several resets to activate the phone. Third, the phone would not stay in network after first calls. Repeated attempts to reboot the phone did not help. Fourth, after the master reset, per AT&T customer support's recommendation, the phone booted in ITALIAN!! Phone still did not work and now I am stuck in Italian menu. I am sooo returning this phone and would never oder from this vendor again!!",negative,0.4
"I got this nav unit for a quick road trip that I had to do on my own. Having used various TomTom and Garmin units on prior occasions, it was difficult for me to decide which was the better deal (Garmin 200 or TomTom 3rd Edition). I finally settled for Garmin and have not been disappointed. Pros 1. Slim low profile unit. 2. Achieves satellites locks quickly and retains it for the longest time within tunnels and bridges. 3. Efficient routing. 4. Extensive POI database (though quirky at times! It once sent me half a mile past walmart and said I was arriving at Walmart as I reached an open wooded area on my right...) 5. Responsive Touch Screen. Though I do have issues with an alphabetic keypad for text entry. I am so used to the QWERTY that anything else is a hassle. By the way text entry is predictive (For example, you enter state as D-E- before you complete it Garmin Suggests Delaware) Cons 1. 3.5"" display might seem a little tiny. 2. No text to speech functionality. The lady mumbles ""Turn Right"" ""Turn Left"". You have to see the screen to check the exact street name that you have to turn into. I guess you will fet that for Nuvi 260 if I am not mistaken. 3. No Route Summary as text option. I love that option in TomTom. Its basically a list of directions with cumulative distances that looks like a Mapquest directions list. I find that good for planning your route when you want to avoid specific bridges or tunnels (with Garmin you have to thumb through each turn and it can get tedious). Bottom Line This unit works for me! I have been on the road pretty often having to re-route and find new places all the time. I find this a very handy GPS unit. Recommended if you don't have a lot of dough to spare.",neutral,0.2
"First, Ignore the comments from people complaining about the lack of features - that is EXACTLY what makes this phone different. If you wanted a phone with a camera [that takes bad pictures], an MP3 player [with bad quality sound], a PDA [with crippled keyboard/software] or a GPS receiver [that takes forever to lock and eats batteries], then you should have known this isn't for you. You would ignore anyone that would buy a minivan and then complain that it isn't a race car and you should also ignore anyone that buys this phone and then complains about what is missing. And almost everything IS missing. It's a phone - a very good phone. An unpretentious device to make/receive calls and it does this better than probably 99% of the phones you can buy today. It has great sound quality, a very large and easy to read display, and remarkable battery life. If you need to send/receive text messages, it can do that, but the large display makes this a capability for occasional use only. For those of us accustomed to nested menus and linked feature lists, operating the phone is almost too simple and most people trip themselves up in the beginning because they expect it be more complicated than it is. It will make a phone connection when other phones can't find the signal and it will hold on to the signal much better than any of the 'full featured' phones I've owned. You can read it at night and in the noon day sun. You can hear it in a car with the windows down. You use it for a week without needing a recharger.(4 and a half hours of talk time and nearly two weeks of standby time). For what it is - you can't find a better value. If you want a cell phone that will do everything but wipe your, uh, nose [but do it poorly], then you really shouldn't expect to get that from a phone that costs $33 outright without contract (and you know it...) The English Manual is available online and it is small because there isn't much to explain. To get it to ring (louder), simply push the UP button on the large, round rocker switch in the middle. To ring quieter, or go into vibrate mode, simply pus the Down button until it vibrates. It IS a great device and a great value for making voice calls.",positive,0.6000000000000001
The worst ever! I had it for only one week and had to return it... thank God! Main problem: BATTERY. Terrible battery life. I'm not a big talker at all! You will need to charge this phone every night.,negative,0.6000000000000001
Very pleased with the sound quality and ease of use. The plastic arm that wraps around your neck will crack if abused.,neutral,0.2
"I was excited that I got this name brand charger for such a great deal. Sadly, it lasted a week. Stopped charging unless I had it turned a certain way so it wasn't reliable at all anymore. Had to buy a different one.",negative,0.2
"This battery works fine, though it does make your nice, thin, Razr much bulkier. My problem is with the cover. It felt very cheap when I got it, but I figure d it was just lighter. After using it for about 5 months, the ""titanium black"" finish has totally worn down to it's white plastic base. So it looks terrible, but works fine What a shame..",negative,0.4
"I use these holsters for my Storm 2, as they fit and function perfectly. I keep buying these because of the position of the clip on the back, the fact that it is set up high, so you don't get it poking you in the side when wearing it. The reason that these don't get 5 stars has nothing to do with functionality. From that regard they are perfect. Their downside is that they don't hold up. If these are ""LEATHER"", then that leather came from a plastic cow. I am on my 3rd one so far over the years. I just purchased 2 more, which I had them on my radar. For $5 you can't really go wrong, but if you are buying it and plan to use it a lot, then consider buying a couple of them at a time.",neutral,0.2
it saved me from buying a very dangerous house that had readings of 8 due to electrical lines close to house!,positive,0.2
Maryland recently went handsfree and this little piece is a savior. I can't beleive that there is another product out there for the price that can compare. It is a must buy if you are looking for a visor type Bluetooth device. I liked mine so much that I bought two more for presents.,positive,0.2
Got the job done.,neutral,0.2
I am very disappointed in this battery. It does not hold a charge. In fact I think my old one holds a better charge than this one! I would NOT order from this supplier again.,negative,0.2
Although they indicate it will work with the Verizon V3C it doesn't...It isn't compatible with the latest software build and I can' get any response from Mobile Action. I'm going to find a company that's responsive and lives up to their advertised claims.,negative,0.2
"Did not give me as much of increase as I had hoped for, then had to add a different attena to help it out. Does increase my phone from 1 to 3 bars (most of the time).",neutral,0.2
"Love the phone(second KRZR I own).Charger doesn't work,waiting for replacement. Speakerphone doesn't work well,barely can hear it.",negative,0.4
"I'm sure this could be a good product, but mine, however, was not. My pack would charge by itself, but it would never charge the phone. The phone just did not seem to recognize the battery pack, and honestly, seemed to drain my phone's battery more quickly. The most disappointing aspect of this purchase (though partly my own fault for not testing prior) was that I bought this in anticipation of using it on a long cross-country flight. When I realized on the flight that it didn't work, I had to cease use of my phone all together for fear I wouldn't be able to make any calls once I arrived at my destination. I know that the problem is with the battery pack and not my phone as I purchased a MacAlly battery pack while at my destination for the flight home. It worked wonderfully.",neutral,0.4
Its a pain in the butt to fill out this stuff!!!!! Tell marketing to quit wasting our time with this. If you want a rating the stars are more then enough to let you know what we think of the products. If you really want input make it optional!! Walter Boutin,neutral,0.2
"<div id=""video-block-R20ONRSSZ2QI24"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/C1Q2qUnTwlS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/811SKApxeHS.png"" class=""video-slate-img-url""> <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Refilit-Maximum-Strength-Filling-Material-Cherry-Flavor-1-Each/dp/B0017JPRV0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Refilit Maximum Strength Filling Material, Cherry Flavor - 1 Each</a> Good product, as described, did the job, temporary fix until i can get dentist appt., great cherry flavor",positive,0.2
"My fault for not having read the reviews first. The top charging piece broke a fastening tab the first time I plugged it into the charger, and the (very uncomfortable) ear wire broke after one day. I returned it for a refund. You can do much better than this product and for a lower price, IMO.",negative,0.8
It does the job as far a cables go. Nothing that sends up fireworks but is practical and fits the bill,neutral,0.2
"Attractive little item, but the interior space is too small. Fitting my reading glasses into the space bent them! I was able to have them re-adjusted free of charge, but certainly will not use this again.",negative,0.2
"I originally bought one of these but it worked so well i bought another. The only drawback that I found is whe using them the plug if pulled on loses connection enough to create a crackling noise but that is easily remedied with a rubber band to hold it snug and stationary. Also i have one in the car and one for in the house. When using the cell phone near the computer I had noticed it created an interference in the computers audio, by using the handset I can move the phone away from the computer to remedy this problem. Also if the phone is that powerful I don't think I wanted it up to my ear anyway so the handset remedies this by keeping the phone away from the side of your head. Great inexpensive product.",positive,0.2
This makes me giddy with excitement each time I use this for my phone. The pink color just makes me so happy.,positive,0.2
"It was meant to get me through the rest of my contract time. I guess it did that, but the quality of this razr is not great!",neutral,0.2
"well... it was delivered on time wasn not damaged but the product itself,how sgould i say it: very bad quality of sound, droped calls, disconect from the phone and couple other of things but it is not worth my time",neutral,0.8
"Don't waste your time. I've bought 2 of these and both stopped working after a month or so. They will allow me to sync music, but won't charge the Shuffle. It's cheap, but you get what you pay for and isn't worth the hassle it takes to click order and open the package.",negative,0.4
"It is very nice, light weight and good speech quality. I can walk around to next room and it still works. Only a little short battery life, i need to recharge at noon to keep it working until the end of the day.",positive,0.2
I'm too please because it takes to long to charge your phone.,neutral,0.2
"I purchased this a couple weeks ago to use it with various headphones like my Shure E2C. Perhaps then I'd have a solution that, unlike my iPhone headset, would stay clipped to my shirt and in my ears. Then I lost my iPhone headset and was forced to use this. I've used it with several excellent quality headsets for an overall disappointing experience. I like a lot about the adapter. The jack that plugs into the iPhone is small and round, like the iPhone headsets. The adapter has a clip (think iPod shuffle) that hangs onto the collar of my shirt well enough. Talking on it is fairly decent but other callers don't seem to hear me as well as with my iPhone headset, like the windscreen is missing or ineffective. But the deal-breaker for me is quite often when I unplug it, the iPhone thinks something is still plugged in. This is a problem I never had with my iPhone headset and is very annoying. I've ordered myself a new headset from Apple.",neutral,0.6000000000000001
It came when it said it would. The rim was silver and started flaking after only a few days. The trackball itself works fine and I had no problem with it. It was easy to put in.,neutral,0.2
I purchased this with hopes of using it to listen to my music on my Blackberry Pearl - I guess I should have done more research. According to Samsung - this particular unit is basically just for sending/recving phone calls. In that aspect - it works well. I haven't had any complaints from people regarding sound and I can hear everything just fine. The fit is a bit of a concern - don't move your head around too much or it's gone.,positive,0.4
It's an alright product... It's good enough to protect your iPhone but not the best.,neutral,0.2
"Got an email asking for a review the same day I got it. I can't really be sure if it works or not, the instructions were all in Japanese and the phone didn't seem to be in the package. I tried to put my old home, corded phone into the case that they did manage to send but it didn't quite fit and I don't see how it plugs into the home phone. I will try to send a wire into the bottom part from the corded phone but then I don't know where I will go to get phone calls for the rest of the day. Amazon?",negative,0.2
"The sim card worked as it should, no problems. It did take 5 business days for delivery, (I would have paid extra to expedite delivery had the option been offered.) OEM should add the AT&T online account activation number to their site. I called AT&T directly and was told the sim card I received would not work, and that I needed one from them in order to activate the phone. I began browsing another site which sold sim cards on Amazon, and found the direct number I could call to activate my phone. In case someone needs the number in the future it's: 1-877-426-0525. Taking the time to find this saved me $25, which was the cost of the sim card that AT&T said that I HAD to have.",neutral,0.2
"This little device seems light weight, but it works. It helped me charge my cell phone when the phone's charge port died.",neutral,0.2
"I first purchased this headset after reading decent reviews here and other places on line. I thought that for the price, I would receive a decent working Plantronics Headset. ****Boy was I wrong.**** I have had this headset for over 2 months now and haven't been that impressed with it. People on the other end of the line can hear me just fine, but even when I use it with my phone (Motorola E815) on the same side of my body (2-3 feet distance), I hear the worst static. Range on this puppy is decent at 10-15 feet, but outside of that, forget it. It is good that other people can hear me clear, but it doesn't do *ME* any good if every other word that is spoken to me is full of static in the reception. I have a very cheap headset (Jabra BT130) that works better than this one. I just ordered the Plantronics Voyager 510, and am hoping that this headset will be better than the Explorer 320. Honestly, I don't think that *ANY* other BT headset could be worse than the Explorer 320. I am anxiously awaiting the arrival of the Plantronics Voyager 510.",neutral,0.2
"Just got this little LG, and here are my thoughts. -Very clear voice calls -Great speaker and the people on the other end can't tell I'm on the speaker while I am driving -The touch screen is really bright,and pictures show great -Getting used to the touch screen, but the feedback feature is really handy for me -Reception so far has been great, only one lost call in an area that I know is a deadspot -Didn't think I'd care for the TV feature, but it is very cool, and great for killing time at airports and while visiting my mom who doesn't have a tv in the spare rooms. The screen is really sharp and the picture really shows well, even if a bit small. Like I said, so far, so good...the only negatives are: the world time doesn't adjust automatically when I reach a foreign country and as a result I can't use the phone as my alarm clock abroad (that is a very useful feature on a lot of phones), I also cannot use my recordings from my music downloads or voice recordings as my ringtones, and last but not least is that there is no flash on the camera (but I knew that before I got the phone). Overall, I am very satisfied with it as a phone, which is why I NEED it. All the extra stuff, to me is just that...extra. This may keep me as an AT&T customer.",positive,0.4
